,name,lastName,uri,worthChange,age,source_x,industry,gender,country,realTimeWorth,source_y,Source of Wealth,Residence,Citizenship,Marital Status,Children,Education,Self-Made Score,Philanthropy Score,self_made
128,Danna Azrieli,Azrieli,danna-azrieli,-18.916,54.0,Real estate,Real Estate,F,Israel,1767.181,['Real estate'],Real estate,"Herzliya, Israel",Israel,,,,,,False
129,David Baszucki,Baszucki,david-baszucki,-562.199,58.0,online games,Media & Entertainment,M,United States,7776.116,"['online games', ' Self Made']","online games, Self Made","San Francisco, California",United States,Married,,,8,,True
130,David Chen,Chen,david-chen,-88.833,40.0,online games,Media & Entertainment,M,Singapore,2732.302,"['online games', ' Self Made']","online games, Self Made","Singapore, Singapore",Singapore,,,"Bachelor of Science, National University of Singapore",,,True
131,David Fattal & family,Fattal,david-fattal,-0.799,64.0,hotels,Service,M,Israel,1106.654,"['hotels', ' Self Made']","hotels, Self Made","Tel Aviv, Israel",Israel,,,"Bachelor of Social Sciences, University of Haifa",,,True
132,David Feffer,Feffer,david-feffer,-16.398,65.0,pulp and paper,Manufacturing,M,Brazil,1298.733,['pulp and paper'],pulp and paper,"São Paulo, Brazil",Brazil,Married,,"Law Degree, Universidade Presbiteriana Mackenzie",,,False
133,David Girouard,Girouard,david-girouard,-160.798,55.0,fintech,Finance & Investments,M,United States,2020.059,['fintech'],fintech,,United States,,,,,,False
134,David Helgason,Helgason,david-helgason,-145.36,43.0,game software,Technology,M,Iceland,1499.473,"['game software', ' Self Made']","game software, Self Made","Copenhagen, Denmark",Iceland,,,,,,True
135,David McMurtry,McMurtry,david-mcmurtry,-36.257,81.0,manufacturing,Manufacturing,M,United Kingdom,1681.366,"['manufacturing', ' Self Made']","manufacturing, Self Made","Wotton-under-Edge, United Kingdom",United Kingdom,Married,3,,,,True
136,David Mindus,Mindus,david-mindus,-121.911,49.0,real estate,Real Estate,M,Sweden,2616.582,"['real estate', ' Self Made']","real estate, Self Made","Stockholm, Sweden",Sweden,Married,1,"Master of Laws, Stockholm University",,,True
137,David Penaloza Alanis,Penaloza Alanis,david-penaloza-alanis,-15.708,47.0,toll roads,Construction & Engineering,M,Mexico,1001.915,['toll roads'],toll roads,"Mexico City, Mexico",Mexico,,,,,,False
138,David Velez,Velez,david-velez,0.0,40.0,fintech,Finance & Investments,M,Colombia,5200.0,"['fintech', ' Self Made']","fintech, Self Made","Sao Paulo, Brazil",Colombia,Married,,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Science, Stanford University",,,True
139,David Xueling Li,Li,david-xueling-li,-626.503,48.0,live streaming service,Technology,M,China,1040.198,"['live streaming service', ' Self Made']","live streaming service, Self Made","Guangzhou, China",China,,,,,,True
140,Dean Solon,Solon,dean-solon,-93.16,56.0,solar systems,Energy,M,United States,1844.16,"['solar systems', ' Self Made']","solar systems, Self Made","Gallatin, Tennessee",United States,Married,,"Drop Out, Purdue University",10,,True
141,Deepak Mehta,Mehta,deepak-mehta,-12.576,64.0,chemicals,Manufacturing,M,India,1892.922,['chemicals'],chemicals,"Vadodara, India",India,Married,2,"Bachelor of Science, University of Mumbai",,,False
142,Deng Weiming & family,Deng,deng-weiming,-53.447,53.0,battery components,Manufacturing,M,China,10400.941,"['battery components', ' Self Made']","battery components, Self Made","Changsha, China",China,Married,,,,,True
143,Denis Sverdlov,Sverdlov,denis-sverdlov,-245.549,43.0,electric vehicles ,Automotive,M,Russia,3646.171,"['electric vehicles', ' Self Made']","electric vehicles, Self Made","London, United Kingdom",Russia,Married,3,,,,True
144,Devendra Jain,Jain,devendra-jain,-2.047,92.0,chemicals,Manufacturing,M,India,3654.213,['chemicals'],chemicals,"Delhi, India",India,Married,4,"Bachelor of Arts/Science, Delhi University",,,False
145,Ding Lieming & family,Ding,ding-lieming,-1.489,57.0,pharmaceuticals,Healthcare,M,China,1148.48,"['pharmaceuticals', ' Self Made']","pharmaceuticals, Self Made","Hangzhou, China",China,Married,,"Doctorate, University of Arkansas",,,True
146,Dirk Stroeer,Stroeer,dirk-stroeer,-5.009,52.0,advertising,Media & Entertainment,M,Germany,1133.427,['advertising'],advertising,"Cologne, Germany",Germany,,,,,,False
147,Donald Horton & family,Horton,donald-horton,-0.574,71.0,homebuilding,Real Estate,M,United States,3276.408,"['homebuilding', ' Self Made']","homebuilding, Self Made","Fort Worth, Texas",United States,Married,2,"Bachelor of Arts/Science, University of Central Arkansas",8,1,True
148,Dong Jinggui,Dong,dong-jinggui,168.7,,electric scooters,Automotive,M,China,2731.341,"['electric scooters', ' Self Made']","electric scooters, Self Made","Wuxi, China",China,Married,,,,,True
149,Drorit Wertheim,Wertheim,drorit-wertheim,-6.265,65.0,Coca Cola Israel,Food & Beverage,F,Israel,1679.319,['Coca Cola Israel'],Coca Cola Israel,"Bnei Atarot, Israel",Israel,Divorced,2,,,,False
150,Du Jiangtao & family,Du,du-jiangtao,-122.134,52.0,chemicals,Manufacturing,M,China,4030.803,"['chemicals', ' Self Made']","chemicals, Self Made","Beijing, China",China,Married,,"Master of Arts, Beijing Institute of Technology",,,True
151,Eddie & Sol Zakay,Zakay,eddie-sol-zakay,0.0,,real estate,Real Estate,M,United Kingdom,2387.547,"['real estate', ' Self Made']","real estate, Self Made","Monaco, Monaco",United Kingdom,Married,,,,,True
152,Eddy Kusnadi Sariaatmadja,Sariaatmadja,eddy-kusnadi-sariaatmadja,28.647,68.0,"media, tech",Media & Entertainment,M,Indonesia,2853.74,"['media', ' tech', ' Self Made']","media, tech, Self Made","Jakarta, Indonesia",Indonesia,Married,4,"Bachelor of Engineering, University of New South Wales; Master of Science in Engineering, University of New South Wales",,,True
153,Eduard Kucera,Kucera,eduard-kucera,0.792,68.0,software,Technology,M,Czechia,1342.043,"['software', ' Self Made']","software, Self Made","Prague, Czechia",Czechia,Married,2,,,,True
154,Eduardo Eurnekian,Eurnekian,eduardo-eurnekian,4.732,89.0,"airports, investments",Diversified,M,Argentina,1451.591,"['airports', ' investments', ' Self Made']","airports, investments, Self Made","Buenos Aires, Argentina",Argentina,Single,,,,,True
155,Eduardo Hochschild,Hochschild,eduardo-hochschild,1.818,58.0,mining,Metals & Mining,M,Peru,1022.073,['mining'],mining,"Lima, Peru",Peru,Married,4,"Bachelor of Arts/Science, Tufts University",,,False
156,Edward Lampert,Lampert,edward-lampert,-24.951,59.0,Sears,Finance & Investments,M,United States,1827.744,"['Sears', ' Self Made']","Sears, Self Made","Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Yale University",9,,True
157,Edward Stack,Stack,edward-stack,39.197,66.0,Dick's Sporting Goods,Fashion & Retail,M,United States,2004.671,"[""Dick's Sporting Goods"", ' Self Made']","Dick's Sporting Goods, Self Made","Sewickley, Pennsylvania",United States,Married,,"Bachelor of Arts/Science, St. John Fisher College",,,True
158,Emilio Azcarraga Jean,Azcarraga Jean,emilio-azcarraga-jean,-22.556,53.0,TV broadcasting,Media & Entertainment,M,Mexico,1128.822,['TV broadcasting'],TV broadcasting,"Mexico City, Mexico",Mexico,Married,3,,,,False
159,Emma Marcegaglia,Marcegaglia,emma-marcegaglia,0.0,55.0,steel,Metals & Mining,F,Italy,1292.033,['steel'],steel,"Mantua, Italy",Italy,,,"Bachelor of Business Administration, Bocconi University; Master of Business Administration, New York University",,,False
160,Enrico Preziosi,Preziosi,enrico-preziosi,0.0,73.0,toys,Fashion & Retail,M,Italy,1042.441,"['toys', ' Self Made']","toys, Self Made","Cogliate, Italy",Italy,,,,,,True
161,Eric Jing,Jing,eric-jing,0.0,49.0,e-commerce,Technology,M,China,1720.24,"['e-commerce', ' Self Made']","e-commerce, Self Made","Hangzhou, China",China,,,,,,True
162,Erich Wesjohann & family,Wesjohann,erich-wesjohann,0.0,76.0,poultry genetics,Food & Beverage,M,Germany,6800.0,"['poultry genetics', ' Self Made']","poultry genetics, Self Made","Visbek, Germany",Germany,Married,3,,,,True
163,Ernest Garcia III,Garcia,ernest-garcia-iii,4.795,39.0,used cars,Automotive,M,United States,7557.228,['used cars'],used cars,"Phoenix, Arizona",United States,,,"Bachelor of Science, Stanford University",5,,False
164,Eugene Wu,Wu,eugene-wu,-5.324,76.0,finance,Finance & Investments,M,Taiwan,1380.441,['finance'],finance,"Taipei, Taiwan",Taiwan,Married,3,Waseda University,,,False
165,Falguni Nayar,Nayar,falguni-nayar,-65.362,58.0,retailing,Fashion & Retail,F,India,7098.738,"['retailing', ' Self Made']","retailing, Self Made","Mumbai, India",India,Married,2,"Master of Business Administration, Indian Institute of Management, Ahmedabad; B.Com, Mumbai University",,,True
166,Fan Zhaoxia & family,Fan,fan-zhaoxia,-5.206,54.0,photovoltaic equipment ,Energy,F,China,1633.13,"['photovoltaic equipment', ' Self Made']","photovoltaic equipment, Self Made","Beijing, China",China,Married,,,,,True
167,Fang Tonghua & family,Fang,fang-tonghua,-25.023,58.0,pharmaceuticals,Healthcare,M,China,1055.936,"['pharmaceuticals', ' Self Made']","pharmaceuticals, Self Made","Hulin, China",China,Married,,,,,True
168,Fang Zhancheng,Fang,fang-zhancheng,26.037,,soy sauce ,Food & Beverage,M,China,1266.568,"['soy sauce', ' Self Made']","soy sauce, Self Made","Foshan, China",China,,,,,,True
169,Feng Chenhui,Feng,feng-chenhui,-9.061,55.0,Electronics,Technology,M,United States,1443.363,"['Electronics', ' Self Made']","Electronics, Self Made","Wuxi, China",United States,,,"Master, Tsinghua University",,,True
170,Feng Yi,Feng,feng-yi,9.494,47.0,software,Technology,M,China,1094.151,"['software', ' Self Made']","software, Self Made","Shenzhen, China",China,,,,,,True
171,Feng Yuxia,Feng,feng-yuxia,-2.365,57.0,pharmaceuticals,Healthcare,F,China,1719.653,"['pharmaceuticals', ' Self Made']","pharmaceuticals, Self Made","Beijing, China",China,Married,,,,,True
172,Fenggang Zhao,Zhao,fenggang-zhao,5.623,55.0,batteries,Energy,M,China,4336.922,,,,,,,,,,False
173,Fernando Chico Pardo,Chico Pardo,fernando-chico-pardo,6.673,69.0,airport management,Service,M,Mexico,1668.983,"['airport management', ' Self Made']","airport management, Self Made","Mexico City, Mexico",Mexico,Married,3,"Master of Business Administration, Kellogg School of Management; Bachelor of Business Administration, Universidad Iberoamericana",,,True
174,Francois Feuillet,Feuillet,francois-feuillet,-24.096,72.0,"motorhomes, RVs",Automotive,M,France,1952.407,"['motorhomes', ' RVs']","motorhomes, RVs","Paris, France",France,Married,,,,,False
175,Frank Slootman,Slootman,frank-slootman,-71.126,63.0,software,Technology,M,United States,3281.565,"['software', ' Self Made']","software, Self Made","Pleasanton, California",United States,Married,2,"Bachelor of Science, Erasmus University Rotterdam, The Netherlands; Master of Science, Erasmus University Rotterdam, The Netherlands",,,True
176,Franziska Wuerbser & Gabriella Meister,Meister,franziska-wuerbser-gabriella-meister,33.287,,appliances,Manufacturing,F,Germany,3251.265,['appliances'],appliances,"Landsberg am Lech, Germany",Germany,,,,,,False
177,Fred Chang,Chang,fred-chang,-79.489,65.0,online retailing,Technology,M,United States,1784.052,"['online retailing', ' Self Made']","online retailing, Self Made",Taiwan,United States,,,"Bachelor of Arts / Science, Chinese Cultural University",,,True
178,Fred Ehrsam,Ehrsam,fred-ehrsam,-285.244,33.0,cryptocurrency exchange,Finance & Investments,M,United States,3358.839,"['cryptocurrency exchange', ' Self Made']","cryptocurrency exchange, Self Made","Miami, Florida",United States,,,"Bachelor of Science, Duke Univeristy",8,,True
179,Fu Mingkang & family,Fu,fu-mingkang,-12.704,58.0,manufacturing,Manufacturing,M,China,2341.843,"['manufacturing', ' Self Made']","manufacturing, Self Made","Ningbo, China",China,Married,,,,,True
180,G. Gnanalingam,Gnanalingam,g-gnanalingam,18.373,77.0,ports,Logistics,M,Malaysia,1641.942,"['ports', ' Self Made']","ports, Self Made","Kuala Lumpur, Malaysia",Malaysia,Married,3,"Master, Harvard Business School; Bachelor of Arts/Science, University of Malaya",,,True
181,Gabriel Escarrer,Escarrer,gabriel-escarrer,-23.281,86.0,hotels,Service,M,Spain,985.205,"['hotels', ' Self Made']","hotels, Self Made","Palma de Majorca, Spain",Spain,Married,6,,,,True
182,Gaiteng Li,Li,gaiteng-li,50.894,49.0,hair dryers,Manufacturing,M,China,2791.912,,,,,,,,,,False
183,Gan Zhongru,Gan,gan-zhongru,82.929,73.0,pharmaceuticals,Healthcare,M,China,1744.305,"['pharmaceuticals', ' Self Made']","pharmaceuticals, Self Made","Beijing, China",China,,,"Ph.D, Michigan State University",,,True
184,Gao Jifan & family,Gao,gao-jifan,385.483,56.0,solar equipment,Energy,M,China,9549.764,"['solar equipment', ' Self Made']","solar equipment, Self Made","Changzhou, China",China,Married,,"Master of Science, Jilin University; Bachelor of Science, Nanjing University",,,True
185,Gao Xingjiang,Gao,gao-xingjiang-1,70.859,58.0,steel,Manufacturing,M,China,3590.154,"['steel', ' Self Made']","steel, Self Made","Huzhou, China",China,,,,,,True
186,Gao Yu,Gao,gao-yu,-22.597,,information technology,Technology,M,China,1098.599,"['information technology', ' Self Made']","information technology, Self Made","Shenzhen, China",China,,,"Bachelor of Commerce, Renmin University of China",,,True
187,Gao Yunfeng,Gao,gao-yunfeng,33.557,54.0,industrial lasers,Manufacturing,M,China,1808.304,"['industrial lasers', ' Self Made']","industrial lasers, Self Made","Shenzhen, China",China,,,"Master of Business Administration, Peking University",,,True
188,Gary Friedman,Friedman,gary-friedman,212.332,64.0,Furniture retail,Fashion & Retail,M,United States,3982.032,"['Furniture retail', ' Self Made']","Furniture retail, Self Made","Belvedere, California",United States,In Relationship,2,"Drop Out, Santa Rosa Junior College",9,,True
189,Gary Lauder,Lauder,gary-lauder,-2.263,59.0,Estée Lauder,Fashion & Retail,M,United States,1803.36,['Estée Lauder'],Estée Lauder,"Atherton, California",United States,Married,2,"Master of Business Administration, Stanford Business School; Bachelor of Arts/Science, University of Pennsylvania",3,,False
190,Geeta Gupta-Fisker,Gupta-Fisker,geeta-gupta-fisker,-69.604,47.0,electric cars,Automotive,F,United Kingdom,1324.509,"['electric cars', ' Self Made']","electric cars, Self Made","Los Angeles, California",United Kingdom,Married,,"Ph.D, Cambridge University; Bachelor of Arts/Science, Delhi University; Master of Science, University of Kent",,,True
191,Gennady Kozovoy,Kozovoy,gennady-kozovoy,-8.413,69.0,coal,Energy,M,Russia,1127.278,"['coal', ' Self Made']","coal, Self Made","Mezhdurechensk, Russia",Russia,Married,2,"Bachelor of Arts/Science, Irkutsk Polytechnic Institute",,,True
192,George Alexander Muthoot,Muthoot,george-alexander-muthoot,9.073,66.0,financial services,Finance & Investments,M,India,1509.35,['financial services'],financial services,"Ernakulam, India",India,Married,2,"Chartered Accountant, Institute of Chartered Accountants of India; Bachelor of Commerce, University of Kerala",,,False
193,George Jacob Muthoot,Muthoot,george-jacob-muthoot,9.073,69.0,financial services,Finance & Investments,M,India,1509.35,['financial services'],financial services,"Trivandrum, India",India,Married,2,"Bachelor of Science in Engineering, Manipal University",,,False
194,George Kurtz,Kurtz,george-kurtz,-108.405,51.0,security software,Technology,M,United States,2965.939,"['security software', ' Self Made']","security software, Self Made","Paradise Valley, Arizona",United States,Married,2,"Bachelor of Science, Seton Hall University",8,1,True
195,George Sakellaris,Sakellaris,george-sakellaris,-68.779,75.0,energy services,,M,United States,1755.12,"['energy services', ' Self Made']","energy services, Self Made","Milton, Massachusetts",United States,Married,2,"Master of Business Administration, Northeastern State University; Master of Science in Engineering, Northeastern State University; Bachelor of Science in Engineering, University of Maine",,,True
196,George Thomas Muthoot,Muthoot,george-thomas-muthoot,9.073,70.0,financial services,Finance & Investments,M,India,1509.35,['financial services'],financial services,"Kottayam, India",India,Married,2,,,,False
197,Giammaria Giuliani,Giuliani,giammaria-giuliani,-24.467,43.0,pharmaceuticals,Healthcare,M,Switzerland,1590.127,['pharmaceuticals'],pharmaceuticals,"Montagnola, Switzerland",Switzerland,Married,,,,,False
198,Ginia Rinehart,Rinehart,ginia-rinehart,0.0,35.0,mining,Metals & Mining,F,Australia,1631.507,['mining'],mining,"Sydney, Australia",Australia,Married,,,,,False
199,Giuliana Caprotti,Caprotti,giuliana-caprotti,0.0,81.0,supermarkets,Food & Beverage,F,Italy,1591.115,['supermarkets'],supermarkets,"Milan, Italy",Italy,Widowed,,,,,False
200,Glenn Sanford,Sanford,glenn-sanford,-63.471,55.0,real estate brokerage,Real Estate,M,United States,1430.25,"['real estate brokerage', ' Self Made']","real estate brokerage, Self Made","Blaine, Washington",United States,Divorced,,,,,True
